Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
5/2/2015 23:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,SOUTHERN,NONE,MISSION ST / 4TH ST,-122.4042702,37.78447885
5/2/2015 23:00,NON-CRIMINAL,LOST PROPERTY,Saturday,CENTRAL,NONE,MASON ST / POST ST,-122.4100599,37.78808253
5/2/2015 22:35,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,NORTHERN,NONE,900 Block of GEARY ST,-122.4189401,37.78604922
5/2/2015 22:31,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,BAYVIEW,NONE,0 Block of DAKOTA ST,-122.3956354,37.75356457
5/2/2015 22:30,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,CENTRAL,NONE,500 Block of JACKSON ST,-122.4039801,37.79641217
5/2/2015 22:30,VEHICLE THEFT,STOLEN MOTORCYCLE,Saturday,MISSION,NONE,500 Block of HILL ST,-122.4333883,37.75540927
5/2/2015 22:30,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,SOUTHERN,NONE,3RD ST / BRYANT ST,-122.3958483,37.78132105
5/2/2015 22:15,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,TARAVAL,NONE,1600 Block of KIRKHAM ST,-122.4784851,37.75981535
5/2/2015 22:06,VEHICLE THEFT,STOLEN TRUCK,Saturday,TENDERLOIN,"ARREST, BOOKED",200 Block of MASON ST,-122.4095237,37.7857603
5/2/2015 22:06,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Saturday,TENDERLOIN,"ARREST, BOOKED",200 Block of MASON ST,-122.4095237,37.7857603
5/2/2015 22:06,OTHER OFFENSES,RESISTING ARREST,Saturday,TENDERLOIN,"ARREST, BOOKED",200 Block of MASON ST,-122.4095237,37.7857603
5/2/2015 22:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,TENDERLOIN,UNFOUNDED,300 Block of ELLIS ST,-122.4119876,37.78502266
5/2/2015 22:00,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Saturday,TARAVAL,NONE,3000 Block of 25TH AV,-122.481015,37.73179892
5/2/2015 22:00,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Saturday,PARK,NONE,1600 Block of PAGE ST,-122.4479718,37.77088508
5/2/2015 22:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,NORTHERN,NONE,0 Block of SANCHEZ ST,-122.4313429,37.76845391
5/2/2015 22:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,MISSION,NONE,17TH ST / VALENCIA ST,-122.4217338,37.76329969
5/2/2015 22:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,INGLESIDE,NONE,DOLORES ST / VALLEY ST,-122.4244613,37.74463651
5/2/2015 22:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,NORTHERN,NONE,FILBERT ST / FILLMORE ST,-122.4356798,37.79802059
5/2/2015 22:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,INGLESIDE,NONE,SANCHEZ ST / DUNCAN ST,-122.4291173,37.74596131
5/2/2015 21:40,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Saturday,MISSION,NONE,14TH ST / FOLSOM ST,-122.4156163,37.76853601
5/2/2015 21:40,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,CENTRAL,"ARREST, BOOKED",POWELL ST / GREENWICH ST,-122.4112063,37.80210062
5/2/2015 21:40,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",Saturday,MISSION,NONE,14TH ST / FOLSOM ST,-122.4156163,37.76853601
5/2/2015 21:25,ROBBERY,"ROBBERY, BODILY FORCE",Saturday,BAYVIEW,NONE,1400 Block of REVERE AV,-122.3874135,37.73003992
5/2/2015 21:15,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,SOUTHERN,NONE,700 Block of MARKET ST,-122.4039191,37.7871161
5/2/2015 21:10,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,SOUTHERN,"ARREST, BOOKED",600 Block of HOWARD ST,-122.3999885,37.78548734
5/2/2015 19:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,NORTHERN,NONE,1300 Block of BUSH ST,-122.4195082,37.78885654
5/2/2015 19:00,BURGLARY,"BURGLARY OF WAREHOUSE, FORCIBLE ENTRY",Saturday,BAYVIEW,NONE,1100 Block of REVERE AV,-122.3815285,37.72683481
5/2/2015 19:00,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Saturday,RICHMOND,"ARREST, BOOKED",7TH AV / CLEMENT ST,-122.4654936,37.78288901
5/2/2015 19:00,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Saturday,RICHMOND,"ARREST, BOOKED",7TH AV / CLEMENT ST,-122.4654936,37.78288901
5/2/2015 19:00,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Saturday,RICHMOND,"ARREST, BOOKED",7TH AV / CLEMENT ST,-122.4654936,37.78288901
5/2/2015 19:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,RICHMOND,"ARREST, BOOKED",7TH AV / CLEMENT ST,-122.4654936,37.78288901
5/2/2015 19:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / HOWARD ST,-122.3910043,37.79251827
5/2/2015 18:59,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Saturday,SOUTHERN,"ARREST, BOOKED",2ND ST / KING ST,-122.3895953,37.7798612
5/2/2015 18:45,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,NORTHERN,NONE,1800 Block of LOMBARD ST,-122.4319777,37.80047908
5/2/2015 18:45,ASSAULT,BATTERY,Saturday,RICHMOND,"ARREST, BOOKED",700 Block of LA PLAYA ST,-122.5100325,37.77417865
5/2/2015 18:45,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Saturday,CENTRAL,"ARREST, BOOKED",1300 Block of SACRAMENTO ST,-122.4150025,37.79230773
5/2/2015 18:45,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Saturday,CENTRAL,"ARREST, BOOKED",1300 Block of SACRAMENTO ST,-122.4150025,37.79230773
5/2/2015 18:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,3500 Block of FILLMORE ST,-122.4366425,37.80170879
5/2/2015 18:40,OTHER OFFENSES,RESISTING ARREST,Saturday,CENTRAL,"ARREST, BOOKED",1200 Block of HYDE ST,-122.4175556,37.79213905
5/2/2015 18:40,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Saturday,CENTRAL,"ARREST, BOOKED",1200 Block of HYDE ST,-122.4175556,37.79213905
5/2/2015 18:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,TARAVAL,NONE,1700 Block of 37TH AV,-122.4958964,37.75429974
5/2/2015 18:30,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Saturday,INGLESIDE,NONE,300 Block of VALDEZ AV,-122.4567574,37.73320101
5/2/2015 18:30,OTHER OFFENSES,"PERMIT VIOLATION, POLICE (GENERAL)",Saturday,SOUTHERN,"ARREST, BOOKED",3RD ST / KING ST,-122.3918456,37.77812478
5/2/2015 18:30,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Saturday,SOUTHERN,"ARREST, BOOKED",3RD ST / KING ST,-122.3918456,37.77812478
5/2/2015 18:30,VEHICLE THEFT,STOLEN TRUCK,Saturday,MISSION,NONE,18TH ST / DOLORES ST,-122.4260796,37.76142678
5/2/2015 18:27,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Saturday,SOUTHERN,"ARREST, CITED",1000 Block of MARKET ST,-122.4110714,37.78175113
5/2/2015 18:25,WEAPON LAWS,"FIREARM, LOADED, IN VEHICLE, POSSESSION OR USE",Saturday,BAYVIEW,"ARREST, BOOKED",KEITH ST / OAKDALE AV,-122.3866194,37.73246706
5/2/2015 18:25,WEAPON LAWS,POSS OF LOADED FIREARM,Saturday,BAYVIEW,"ARREST, BOOKED",KEITH ST / OAKDALE AV,-122.3866194,37.73246706
5/2/2015 18:25,SECONDARY CODES,GANG ACTIVITY,Saturday,BAYVIEW,"ARREST, BOOKED",KEITH ST / OAKDALE AV,-122.3866194,37.73246706
5/2/2015 18:24,WEAPON LAWS,DISCHARGE FIREARM WITHIN CITY LIMITS,Saturday,BAYVIEW,NONE,SHAFTER AV / INGALLS ST,-122.3851225,37.72785972
5/2/2015 18:19,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,SOUTHERN,NONE,100 Block of 6TH ST,-122.4084666,37.78070083
5/2/2015 18:15,SECONDARY CODES,DOMESTIC VIOLENCE,Saturday,NORTHERN,NONE,2900 Block of LAGUNA ST,-122.4305865,37.7981999
5/2/2015 18:15,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Saturday,NORTHERN,NONE,2900 Block of LAGUNA ST,-122.4305865,37.7981999
5/2/2015 18:00,SEX OFFENSES FORCIBLE,SEXUAL BATTERY,Saturday,CENTRAL,NONE,500 Block of BUSH ST,-122.4059632,37.79057167
5/2/2015 18:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,PARK,NONE,100 Block of ALMA ST,-122.4501785,37.76316025
5/2/2015 18:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,500 Block of BRANNAN ST,-122.3977132,37.77746967
5/2/2015 18:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,MISSION,NONE,4000 Block of CESAR CHAVEZ ST,-122.4303893,37.74744327
5/2/2015 18:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,NORTHERN,NONE,LARCH ST / VANNESS AV,-122.4207335,37.7824263
5/2/2015 18:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,CENTRAL,NONE,JONES ST / BEACH ST,-122.4172651,37.80707305
5/2/2015 18:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,CENTRAL,NONE,JONES ST / BEACH ST,-122.4172651,37.80707305
5/2/2015 17:45,VEHICLE THEFT,STOLEN TRUCK,Saturday,MISSION,NONE,1500 Block of BRYANT ST,-122.4106001,37.76753256
5/2/2015 17:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
5/2/2015 17:30,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,SOUTHERN,NONE,MARKET ST / 5TH ST,-122.4080683,37.78399168
5/2/2015 17:25,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,TENDERLOIN,NONE,0 Block of STOCKTON ST,-122.4062129,37.78603716
5/2/2015 17:15,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Saturday,MISSION,"ARREST, BOOKED",2400 Block of MARKET ST,-122.4357738,37.76245918
5/2/2015 17:15,ASSAULT,THREATS AGAINST LIFE,Saturday,MISSION,"ARREST, BOOKED",2400 Block of MARKET ST,-122.4357738,37.76245918
5/2/2015 17:14,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,TENDERLOIN,NONE,GEARY ST / POWELL ST,-122.408231,37.78735949
5/2/2015 17:10,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,SOUTHERN,NONE,1100 Block of MARKET ST,-122.4135641,37.77951403
5/2/2015 17:07,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Saturday,MISSION,"ARREST, BOOKED",24TH ST / OSAGE ST,-122.4190181,37.75220516
5/2/2015 17:07,LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Saturday,MISSION,"ARREST, BOOKED",24TH ST / OSAGE ST,-122.4190181,37.75220516
5/2/2015 17:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.3655654,37.8096707
5/2/2015 17:00,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Saturday,SOUTHERN,NONE,600 Block of MARKET ST,-122.4030709,37.78778674
5/2/2015 17:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,SOUTHERN,NONE,1100 Block of MISSION ST,-122.4117238,37.77866744
5/2/2015 17:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,TARAVAL,NONE,1900 Block of 41ST AV,-122.4999173,37.75038221
5/2/2015 17:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Saturday,TENDERLOIN,NONE,EDDY ST / TAYLOR ST,-122.4109552,37.78413995
5/2/2015 17:00,NON-CRIMINAL,AIDED CASE,Saturday,TENDERLOIN,NONE,EDDY ST / TAYLOR ST,-122.4109552,37.78413995
5/2/2015 17:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,CENTRAL,NONE,JONES ST / JACKSON ST,-122.4148276,37.79498783
5/2/2015 16:56,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Saturday,BAYVIEW,"ARREST, BOOKED",25TH ST / ILLINOIS ST,-122.3868128,37.75289
5/2/2015 16:55,NON-CRIMINAL,AIDED CASE,Saturday,INGLESIDE,NONE,1500 Block of CAYUGA AV,-122.4464356,37.71666404
5/2/2015 16:50,NON-CRIMINAL,LOST PROPERTY,Saturday,TARAVAL,NONE,3200 Block of 20TH AV,-122.4756475,37.72852806
5/2/2015 16:47,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Saturday,SOUTHERN,"ARREST, BOOKED",3RD ST / SOUTHPARK AV,-122.3950676,37.78070181
5/2/2015 16:47,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Saturday,SOUTHERN,"ARREST, BOOKED",3RD ST / SOUTHPARK AV,-122.3950676,37.78070181
5/2/2015 16:45,OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,Saturday,BAYVIEW,NONE,1500 Block of JENNINGS ST,-122.3855192,37.73044071
5/2/2015 16:40,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,INGLESIDE,NONE,300 Block of ORDWAY ST,-122.4040372,37.71948295
5/2/2015 16:20,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,RICHMOND,NONE,1800 Block of CABRILLO ST,-122.4784422,37.77465024
5/2/2015 16:10,DISORDERLY CONDUCT,"DISTURBING THE PEACE, COMMOTION",Saturday,MISSION,NONE,24TH ST / MISSION ST,-122.4184482,37.75223917
5/2/2015 16:09,TRESPASS,TRESPASSING,Saturday,MISSION,NONE,300 Block of SHOTWELL ST,-122.4160822,37.76282327
5/2/2015 16:08,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,SOUTHERN,NONE,800 Block of MARKET ST,-122.4066906,37.78520719
5/2/2015 16:05,OTHER OFFENSES,"PERMIT VIOLATION, POLICE (GENERAL)",Saturday,SOUTHERN,"ARREST, BOOKED",2ND ST / TOWNSEND ST,-122.3905314,37.78060708
5/2/2015 16:05,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Saturday,SOUTHERN,"ARREST, BOOKED",2ND ST / TOWNSEND ST,-122.3905314,37.78060708
5/2/2015 16:01,NON-CRIMINAL,AIDED CASE,Saturday,BAYVIEW,NONE,2300 Block of SAN BRUNO AV,-122.4058214,37.73267812
5/2/2015 16:01,MISSING PERSON,FOUND PERSON,Saturday,BAYVIEW,NONE,2300 Block of SAN BRUNO AV,-122.4058214,37.73267812
5/2/2015 16:00,NON-CRIMINAL,LOST PROPERTY,Saturday,BAYVIEW,NONE,1100 Block of CARROLL AV,-122.3849262,37.7202786
5/2/2015 16:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Saturday,CENTRAL,NONE,700 Block of PINE ST,-122.4085075,37.79109268
5/2/2015 16:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,700 Block of PINE ST,-122.4085075,37.79109268
5/2/2015 16:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,TARAVAL,NONE,0 Block of HARDING RD,-122.4977043,37.72473844
5/2/2015 16:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,RICHMOND,NONE,GEARY BL / 6TH AV,-122.4642812,37.78101932
5/2/2015 16:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Saturday,NORTHERN,NONE,WEBSTER ST / PINE ST,-122.4320064,37.78815897
5/2/2015 15:45,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,MISSION,NONE,1100 Block of VALENCIA ST,-122.4209556,37.75447952
5/2/2015 15:43,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,MISSION,NONE,3800 Block of 24TH ST,-122.4279979,37.75172604
5/2/2015 15:40,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,PARK,NONE,MCALLISTER ST / DIVISADERO ST,-122.4383677,37.77779481
5/2/2015 15:30,ASSAULT,THREATS AGAINST LIFE,Saturday,BAYVIEW,NONE,6300 Block of 3RD ST,-122.3963262,37.72056287
5/2/2015 15:30,NON-CRIMINAL,FOUND PROPERTY,Saturday,CENTRAL,NONE,JONES ST / NORTHPOINT ST,-122.4170818,37.80614209
5/2/2015 15:30,LARCENY/THEFT,ATTEMPTED THEFT FROM UNLOCKED VEHICLE,Saturday,CENTRAL,NONE,JONES ST / NORTHPOINT ST,-122.4170818,37.80614209
5/2/2015 15:15,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Saturday,RICHMOND,NONE,500 Block of 18TH AV,-122.4771002,37.77755356
5/2/2015 15:15,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,TENDERLOIN,NONE,JONES ST / EDDY ST,-122.4125974,37.78393203
5/2/2015 15:12,LARCENY/THEFT,ATTEMPTED GRAND THEFT PURSESNATCH,Saturday,RICHMOND,NONE,CALIFORNIA ST / PRESIDIO AV,-122.4467938,37.78726197
5/2/2015 15:10,OTHER OFFENSES,FALSE FIRE ALARM,Saturday,CENTRAL,"ARREST, BOOKED",500 Block of KEARNY ST,-122.4045861,37.79310171
5/2/2015 15:10,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,PARK,NONE,200 Block of WOODSIDE AV,-122.4542399,37.7459563
5/2/2015 15:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Saturday,RICHMOND,NONE,200 Block of 9TH AV,-122.4676263,37.78372069
5/2/2015 15:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Saturday,MISSION,NONE,1300 Block of GUERRERO ST,-122.4227657,37.74954977
5/2/2015 15:00,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Saturday,MISSION,NONE,1300 Block of GUERRERO ST,-122.4227657,37.74954977
5/2/2015 14:50,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Saturday,SOUTHERN,"ARREST, CITED",1000 Block of MARKET ST,-122.4110714,37.78175113
5/2/2015 14:45,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,BAYVIEW,NONE,100 Block of CHARTEROAK AV,-122.4045092,37.73470847
5/2/2015 14:45,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Saturday,BAYVIEW,NONE,100 Block of CHARTEROAK AV,-122.4045092,37.73470847
5/2/2015 14:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,INGLESIDE,NONE,LELAND AV / CORA ST,-122.4083333,37.71281465
5/2/2015 14:21,OTHER OFFENSES,"DOG, STRAY OR VICIOUS",Saturday,TENDERLOIN,NONE,FULTON ST / HYDE ST,-122.4151278,37.77978707
5/2/2015 14:09,SEX OFFENSES FORCIBLE,SEXUAL BATTERY,Saturday,SOUTHERN,NONE,800 Block of MARKET ST,-122.4076335,37.78418935
5/2/2015 14:00,MISSING PERSON,FOUND PERSON,Saturday,INGLESIDE,NONE,400 Block of SUNRISE WY,-122.4164424,37.70977073
5/2/2015 14:00,MISSING PERSON,MISSING ADULT,Saturday,INGLESIDE,NONE,400 Block of SUNRISE WY,-122.4164424,37.70977073
5/2/2015 14:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,NORTHERN,NONE,1800 Block of PINE ST,-122.4262461,37.78883457
5/2/2015 14:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,SOUTHERN,NONE,1300 Block of MARKET ST,-122.4169911,37.77707419
5/2/2015 14:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
5/2/2015 14:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,MISSION,NONE,NOE ST / CESAR CHAVEZ ST,-122.4314767,37.74743348
5/2/2015 13:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,800 Block of FOLSOM ST,-122.4023437,37.78116668
5/2/2015 13:35,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,CENTRAL,NONE,THE EMBARCADERONORTH ST / GREEN ST,-122.398862,37.800781
5/2/2015 13:30,NON-CRIMINAL,FOUND PROPERTY,Saturday,SOUTHERN,NONE,800 Block of 3RD ST,-122.3914251,37.77787278
5/2/2015 13:30,SECONDARY CODES,ATM RELATED CRIME,Saturday,MISSION,NONE,2800 Block of MISSION ST,-122.418434,37.75141993
5/2/2015 13:30,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,MISSION,NONE,2800 Block of MISSION ST,-122.418434,37.75141993
5/2/2015 13:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,GRANT AV / PINE ST,-122.4057448,37.79149808
5/2/2015 13:30,VEHICLE THEFT,STOLEN TRUCK,Saturday,MISSION,NONE,14TH ST / FOLSOM ST,-122.4156163,37.76853601
5/2/2015 13:25,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,TARAVAL,NONE,1500 Block of SLOAT BL,-122.489714,37.73394977
5/2/2015 13:20,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Saturday,SOUTHERN,"ARREST, BOOKED",600 Block of TOWNSEND ST,-122.4028373,37.77096211
5/2/2015 13:20,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,INGLESIDE,NONE,4400 Block of MISSION ST,-122.4326496,37.72737376
5/2/2015 13:20,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Saturday,SOUTHERN,"ARREST, BOOKED",600 Block of TOWNSEND ST,-122.4028373,37.77096211
5/2/2015 13:08,ASSAULT,BATTERY,Saturday,TENDERLOIN,NONE,500 Block of JONES ST,-122.4129991,37.78627746
5/2/2015 13:05,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Saturday,CENTRAL,NONE,200 Block of POST ST,-122.4060218,37.78864912
5/2/2015 13:00,MISSING PERSON,MISSING ADULT,Saturday,SOUTHERN,NONE,400 Block of 10TH ST,-122.4105412,37.77091306
5/2/2015 13:00,MISSING PERSON,FOUND PERSON,Saturday,SOUTHERN,NONE,400 Block of 10TH ST,-122.4105412,37.77091306
5/2/2015 13:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,TARAVAL,"ARREST, BOOKED",100 Block of MAJESTIC AV,-122.4524809,37.71617935
5/2/2015 13:00,TRESPASS,TRESPASSING,Saturday,TARAVAL,"ARREST, BOOKED",100 Block of MAJESTIC AV,-122.4524809,37.71617935
5/2/2015 13:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,INGLESIDE,NONE,100 Block of ANDOVER ST,-122.4164257,37.7410291
5/2/2015 13:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,TARAVAL,NONE,500 Block of CRESTLAKE DR,-122.4907403,37.73649927
5/2/2015 13:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,CENTRAL,NONE,200 Block of JEFFERSON ST,-122.4166294,37.80805748
5/2/2015 13:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,MISSION,NONE,1000 Block of SHOTWELL ST,-122.4150228,37.75162723
5/2/2015 13:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,CENTRAL,NONE,400 Block of POWELL ST,-122.4084319,37.78877727
5/2/2015 13:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,MISSION,NONE,16TH ST / SOUTH VAN NESS AV,-122.4174883,37.7651818
5/2/2015 13:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,CENTRAL,NONE,STOCKTON ST / CLAY ST,-122.4079047,37.79405897
5/2/2015 13:00,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Saturday,MISSION,NONE,16TH ST / SOUTH VAN NESS AV,-122.4174883,37.7651818
5/2/2015 12:35,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Saturday,INGLESIDE,NONE,400 Block of ELLINGTON AV,-122.447429,37.71158954
5/2/2015 12:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,INGLESIDE,NONE,100 Block of FAIRMOUNT ST,-122.426632,37.73884708
5/2/2015 12:30,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,SOUTHERN,NONE,4TH ST / SHIPLEY ST,-122.4006174,37.78158762
5/2/2015 12:00,NON-CRIMINAL,AIDED CASE,Saturday,CENTRAL,NONE,700 Block of VALLEJO ST,-122.4097917,37.79850835
5/2/2015 12:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,TARAVAL,NONE,2100 Block of 20TH AV,-122.4771566,37.74764439
5/2/2015 12:00,SECONDARY CODES,GANG ACTIVITY,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
5/2/2015 12:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
5/2/2015 12:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,NORTHERN,NONE,2900 Block of BAKER ST,-122.4459498,37.7981582
5/2/2015 12:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Saturday,PARK,NONE,2200 Block of GEARY BL,-122.4403411,37.78332425
5/2/2015 12:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,CENTRAL,NONE,BROADWAY ST / BATTERY ST,-122.4010559,37.7985811
5/2/2015 11:49,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,MISSION,NONE,800 Block of SOUTH VAN NESS AV,-122.4170167,37.75954609
5/2/2015 11:45,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,NORTHERN,NONE,HICKORY ST / VANNESS AV,-122.4194159,37.77590461
5/2/2015 11:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,WASHINGTON ST / BATTERY ST,-122.4004881,37.79587632
